Timestamp,Direction,Status,Source,Destination,Command,Length,Crc,Data
2019-04-11T13:41:47.247,Sent,Acknowledged,0xE4,0x80,0xF0,0x0F,0xAA93,0x03FFF0FFF1FFF2
2019-04-11T13:41:47.377,Received,Valid,0x80,0xE4,0xF0,0xD2,0x4B8D,0x03FFF040001A60AF00000000000000000000000A000000010000000000181928000000000000000000000000000000000000000000000000000000010000000100000000FFF140001A6451000000000000000000000009000000010000000000181D7A000000000000000000000000000000000000000000000000000000010000000100000000FFF240001981E2000000000000000000000005000000010000000000180386000000000000000000000000000000000000000000000000000000010000000100000000
2019-04-11T13:41:47.787,Sent,Acknowledged,0xE4,0x80,0xF0,0x0F,0xAA93,0x03FFF0FFF1FFF2
2019-04-11T13:41:48.279,Received,Valid,0x80,0xE4,0xF0,0xD2,0xAC6E,0x03FFF040001A60AF00000000000000000000000A000000010000000000181928000000000000000000000000000000000000000000000000000000010000000100000000FFF140001A6451000000000000000000000009000000010000000000181D7A000000000000000000000000000000000000000000000000000000010000000100000000FFF240001981F800000000000000000000000500000001000000000018039B000000000000000000000000000000000000000000000000000000010000000100000000
2019-04-11T13:42:03.282,Received,Valid,0xBC,0x80,0xF2,0x12,0xB4F8,0x03F33300F31300F33600
2019-04-11T13:42:03.312,Received,Valid,0x80,0xBC,0xF2,0x0F,0xC63E,0x03F333F313F336
2019-04-11T13:42:04.012,Received,Valid,0x80,0xBC,0xF5,0x1A,0x9845,0x03F3330101F3130100F33606000000000000
2019-04-11T13:42:04.704,Received,Valid,0xBC,0x80,0xF1,0x09,0x3F69,0x00
2019-04-11T13:42:05.297,Received,Valid,0xBC,0x80,0xF5,0x08,0x3A12,
2019-04-11T13:42:12.245,Received,Valid,0x80,0xBF,0xF2,0x15,0x6C8D,0x04600000600300600200600100
2019-04-11T13:42:12.305,Received,Valid,0xBF,0x80,0xF2,0x11,0x6E21,0x046000600360026001
2019-04-11T13:42:12.885,Received,Valid,0xBF,0x80,0xF5,0x5C,0xE6A9,0x04600006D828C908562260030100600220425347594656575700000000000000000000000000000000000000000000000060012047455F4D4F44554C455F35363232000000000000000000000000000000000000
2019-04-11T13:42:13.264,Received,Valid,0x80,0xBF,0xF5,0x08,0x82ED,
